pmid
42014143
42013666
42013320
42012562
42011952
42011411
42011351
42011111
42007785
42006880
42005037
42004712
42004493
42003419
42000527
42000395
41998651
41996764
41995981
41995528
41995517
41994736
41994440
41994391
41994219
41992401
41992331
41991056
41988524
41988023
41987843
41987817
41987623
41987434
41985272
41983962
41983247
41983067
41981876
41980852
41978849
41978782
41977424
41977011
41975840
41971341
41971069
41970451
41970105
41970011
41969987
41969959
41969592
41969111
41969064
41968827
41968769
41967815
41967034
41966332
41964296
41963185
41962148
41961954
41960770
41959904
41957332
41957268
41956493
41956465
41956303
41954709
41953152
41952899
41952865
41952683
41952061
41951553
41951190
41950501
41950163
41947665
41947065
41946324
41944802
41944509
41944049
41943698
41943556
41943488
41943196
41942916
41941142
41938931
41938927
41938920
41938918
41938846
41938729
41937599
41937390
41936209
41934631
41934053
41932169
41931937
41930718
41930607
41930102
41929927
41929701
41929594
41927176
41926632
41924510
41924501
41924225
41923770
41922927
41922094
41922051
41921108
41920929
41920084
41919173
41918789
41918632
41918607
41916432
41914065
41914005
41913304
41912441
41910812
41910243
41909887
41909543
41908981
41908866
41908864
41908742
41908220
41907651
41907493
41907492
41907283
41906501
41906490
41906289
41905193
41903824
41901585
41901246
41901142
41899727
41899289
41899080
41898632
41898139
41898118
41897247
41897240
41897206
41895610
41895420
41894562
41890945
41890596
41890556
41890380
41890202
41890174
41889719
41888269
41887340
41887117
41886217
41885775
41884974
41884862
41884263
41883996
41882580
41880968
41880467
41879156
41878793
41878708
41878310
41878023
41877851
41877492
41877156
41876550
41876170
41876161
41875307
41875168
41874582
41874036
41874004
41873515
41873201
41873111
41873103
41872868
41872447
41870230
41869712
41868829
41868799
41868784
41868118
41867445
41867233
41864899
41863319
41862979
41862890
41862003
41861770
41861048
41859330
41859230
41858415
41857743
41857649
41856618
41854932
41854212
41853182
41853181
41853176
41853078
41853074
41853023
41852499
41851398
41851276
41851059
41848988
41847512
41846843
41846793
41846398
41845225
41844508
41843933
41841372
41840158
41839597
41839587
41837677
41837269
41836673
41836649
41836272
41835922
41835440
41835437
41835075
41835066
41834541
41832888
41832283
41831073
41829970
41829915
41828624
41827565
41827536
41827529
41827416
41827366
41827278
41824508
41824013
41822206
41821835
41820035
41819944
41819810
41816526
41815952
41814842
41814599
41813248
41812897
41812772
41812471
41812086
41811641
41810770
41810501
41810355
41810289
41809793
41808596
41806998
41806071
41805821
41805535
41805365
41804931
41804328
41804223
41803807
41803572
41801443
41801087
41801014
41800683
41800682
41800674
41800671
41799771
41798817
41798697
41798036
41797825
41797648
41797241
41796315
41796014
41795820
41795006
41794695
41793708
41791797
41791600
41791582
41790584
41788792
41788701
41788125
41787957
41787329
41787085
41786540
41786519
41785953
41785932
41785651
41785403
41784129
41784100
41783306
41782694
41782535
41782516
41782102
41782052
41782039
41781909
41780438
41780299
41779807
41779232
41778805
41778060
41777518
41777349
41777345
41777262
41777239
41776224
41775472
41774374
41773318
41772927
41772606
41771724
41770127
41769651
41769498
41768591
41768472
41768025
41768022
41768021
41767530
41767509
41767140
41766127
41764900
41763617
41763189
41762486
41761797
41761476
41761196
41761125
41760489
41760142
41759676
41759611
41759386
41758575
41758319
41757325
41756685
41756499
41756376
41755784
41755574
41755572
41755569
41755487
41753948
41753288
41753086
41752850
41752801
41752344
41750212
41750194
41749527
41749363
41747531
41747344
41747279
41746705
41746533
41746501
41744117
41743668
41743515
41742857
41742817
41742261
41742230
41742065
41742059
41741983
41741982
41741978
41741501
41741339
41740944
41740584
41740211
41740202
41740017
41738885
41738023
41737396
41736873
41736872
41736327
41736003
41735964
41735154
41735071
41735068
41734091
41733092
41732980
41730556
41729819
41728291
41727846
41727206
41725778
41725101
41724760
41723407
41723340
41723104
41722280
41722151
41722028
41721779
41721297
41721146
41720658
41718158
41717784
41717557
41717510
41717394
41716911
41716856
41716819
41715115
41715102
41714710
41714581
41713614
41713203
41712956
41712777
41710553
41710285
41710148
41710102
41709190
41708400
41708399
41708309
41707761
41707725
41707233
41706670
41706423
41705738
41705078
41704770
41704488
41704158
41703534
41702318
41701939
41701933
41699706
41698974
41698169
41697702
41697277
41696616
41696476
41696468
41695858
41694507
41694330
41694130
41694129
41693954
41693937
41693483
41691913
41691319
41689506
41689504
41689387
41689229
41688973
41688945
41688101
41687667
41687426
41686627
41686578
41686529
41685092
41683337
41683295
41683232
41683229
41680676
41680215
41679635
41679629
41678723
41678223
41678059
41678057
41676854
41676384
41676271
41675092
41674520
41674042
41673751
41673354
41672491
41671845
41670050
41669627
41669336
41669077
41668956
41668954
41668716
41668169
41668048
41667935
41667166
41666175
41664716
41663164
41662070
41661960
41661558
41661168
41659976
41659925
41659303
41658045
41657648
41657421
41657351
41657314
41657003
41656843
41656644
41656287
41656269
41654950
41653472
41653102
41652895
41652649
41652333
41650551
41650385
41650323
41650024
41649188
41646623
41646003
41645119
41644618
41644169
41644066
41643286
41642757
41642087
41641844
41641209
41641205
41641198
41641190
41640588
41639233
41639213
41639148
41637248
41637070
41637026
41636601
41636475
41635989
41635713
41635472
41633630
41633193
41633054
41632765
41631633
41631305
41630034
41628751
41627548
41628209
41628063
41626412
41626270
41626064
41625751
41625181
41623446
41622137
41621446
41621352
41621341
41621042
41620718
41620710
41618959
41618957
41618238
41616684
41616578
41616128
41615393
41615047
41614336
41614277
41614131
41614111
41614099
41614011
41613080
41612909
41612219
41612210
41611930
41610893
41610777
41608860
41608474
41608270
41608179
41607444
41607433
41607406
41607043
41606171
41605755
41605351
41605190
41603641
41602971
41602967
41602484
41602079
41602062
41601914
41601871
41601782
41601535
41601121
41599922
41599834
41598231
41598182
41597376
41596322
41595820
41595337
41595014
41594789
41593413
41593325
41592530
41592371
41591934
41591597
41590530
41590013
41589394
41589366
41588362
41587825
41587133
41586770
41586005
41584759
41584611
41583915
41582344
41580215
41579003
41578995
41578909
41578225
41576571
41576380
41573992
41573985
41573041
41572774
41572098
41572055
41571727
41571536
41571494
41571410
41570624
41569554
41568821
41568582
41567947
41567790
41566492
41566468
41566426
41566408
41566091
41566027
41565512
41564799
41564200
41563101
41562592
41561944
41561847
41561842
41561334
41560001
41559916
41559911
41558017
41557220
41556609
41556018
41555953
41555940
41555820
41555518
41555248
41555049
41555002
41554330
41552318
41552298
41551906
41551890
